Unnamed: 0,categoria,asunto,preprocessed_text
76,MEDIO AMBIENTE,"Consideración sobre situación de caducidad del parque eólico fuerteventura renovables i, en la oliva, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['consideracion', 'situacion', 'caducidad', 'parque', 'eolico', 'fuerteventura', 'renovables', 'oliva', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
77,ASUNTOS FINANCIEROS,"Constancia de que se esté promoviendo la modificación de la ley 11/1986, de 11 de diciembre, de creación y regulación del instituto canario de hemodonación y hemoterapia. para proceder a su privatización, dirigida al sr. consjero de hacienda, presupuestos y asuntos europeos.","['constancia', 'promoviendo', 'modificacion', 'ley', '111986', '11', 'diciembre', 'creacion', 'regulacion', 'instituto', 'canario', 'hemodonacion', 'hemoterapia', 'proceder', 'privatizacion', 'dirigida', 'consjero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']"
78,INDUSTRIA,"Constancia del cumplimiento con el planeamiento municipal del proyecto y la obra de primero de mayo, en puerto del rosario, dirigida a la sra. consejera de turismo, industria y comercio.","['constancia', 'cumplimiento', 'planeamiento', 'municipal', 'proyecto', 'obra', 'mayo', 'puerto', 'rosario', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
79,"AGRICULTURA, SILVICULTURA Y PESCA","Consulta por los pescadores recreativos del protocolo para el tratamiento/destrucción del material contaminado por ciguatoxinas, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['consulta', 'pescadores', 'recreativos', 'protocolo', 'tratamientodestruccion', 'material', 'contaminado', 'ciguatoxinas', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
80,ASUNTOS SOCIALES,"Contacto con las autoridades marroquíes para establecer acuerdos para que la integración de menores no acompañados se realice en su entorno de procedencia, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['contacto', 'autoridades', 'marroquies', 'establecer', 'acuerdos', 'integracion', 'menores', 'acompañados', 'realice', 'entorno', 'procedencia', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
81,EDUCACIÓN Y COMUNICACIÓN,"Convocatoria de una mesa de negociación con los representantes del profesorado de religión al objeto de definir la transferencia de este profesorado, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['convocatoria', 'mesa', 'negociacion', 'representantes', 'profesorado', 'religion', 'objeto', 'definir', 'transferencia', 'profesorado', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
82,EDUCACIÓN Y COMUNICACIÓN,"Coordinación con el ayuntamiento de arona de las gestiones técnicas y urbanísticas para la puesta en funcionamiento del nuevo ies guaza, en arona, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['coordinacion', 'ayuntamiento', 'arona', 'gestiones', 'tecnicas', 'urbanisticas', 'puesta', 'funcionamiento', 'ies', 'guaza', 'arona', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
83,ASUNTOS SOCIALES,"Coste de la campaña de instagram destinada a los jóvenes de reino unido entre 13 y 17 años, dirigida a la sra. consejera de turismo, industria y comercio.","['coste', 'campaña', 'instagram', 'destinada', 'jovenes', 'reino', 'unido', '13', '17', 'años', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
84,ASUNTOS SOCIALES,"Coste del contrato y forma de selección de la empresa a la que se ha encargado la gestión de las subvenciones con cargo al irpf, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['coste', 'contrato', 'forma', 'seleccion', 'empresa', 'encargado', 'gestion', 'subvenciones', 'cargo', 'irpf', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
85,INTERCAMBIOS ECONÓMICOS Y COMERCIALES,"Coste total del desarrollo e implementación de la plataforma online canarian market, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['coste', 'desarrollo', 'implementacion', 'plataforma', 'online', 'canarian', 'market', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
86,ASUNTOS SOCIALES,"Creación de consultas especializadas en enfermedades raras en las islas no capitalinas, en cumplimiento de lo aprobado en la 10l/pnlp-0108, dirigida al sr. consejero de sanidad.","['creacion', 'consultas', 'especializadas', 'enfermedades', 'islas', 'capitalinas', 'cumplimiento', 'aprobado', '10lpnlp0108', 'dirigida', 'consejero', 'sanidad']"
87,ASUNTOS SOCIALES,"Creación de la comisión de seguimiento y evaluación de las políticas públicas prevista en los vii acuerdos de concertación social, dirigida a la sra. consejera de economía, conocimiento y empleo.","['creacion', 'comision', 'seguimiento', 'evaluacion', 'politicas', 'publicas', 'prevista', 'vii', 'acuerdos', 'concertacion', 'social', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
88,ASUNTOS SOCIALES,"Creación de unidades de referencia en enfermedades raras en las islas capitalinas, en cumplimiento de lo aprobado en la 10l/pnlp-0108, dirigida al sr. consejero de sanidad.","['creacion', 'unidades', 'referencia', 'enfermedades', 'islas', 'capitalinas', 'cumplimiento', 'aprobado', '10lpnlp0108', 'dirigida', 'consejero', 'sanidad']"
89,EDUCACIÓN Y COMUNICACIÓN,"Criterio del mantenimiento de la misma estructura de formación básica inicial de tramo ii a pesar del incremento del número de alumnos, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterio', 'mantenimiento', 'estructura', 'formacion', 'basica', 'inicial', 'tramo', 'ii', 'incremento', 'numero', 'alumnos', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
90,MEDIO AMBIENTE,"Criterio que se adopta para la autorización para la declaración de zonas de acampada en islas donde no existe regulación a tal fin, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['criterio', 'adopta', 'autorizacion', 'declaracion', 'zonas', 'acampada', 'islas', 'regulacion', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
91,INTERCAMBIOS ECONÓMICOS Y COMERCIALES,"Criterio seguido para otorgar las subvenciones de no concurrencia en materia de comercio durante 2021, dirigida a la sra. consejera de turismo, industria y comercio.","['criterio', 'seguido', 'otorgar', 'subvenciones', 'concurrencia', 'materia', 'comercio', '2021', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
92,ASUNTOS SOCIALES,"Criterios de solvencia y capacidad técnica y económica que se exigieron a la hora de formalizar el contrato de mascarillas, dirigida al sr. consejero de sanidad.","['criterios', 'solvencia', 'capacidad', 'tecnica', 'economica', 'exigieron', 'hora', 'formalizar', 'contrato', 'mascarillas', 'dirigida', 'consejero', 'sanidad']"
93,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, aulas mixtas de segundo y tercer ciclo de educación infantil en el ceip artenara, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'aulas', 'mixtas', 'tercer', 'ciclo', 'educacion', 'infantil', 'ceip', 'artenara', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
94,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, aulas mixtas de segundo y tercer ciclo de educación infantil en el ceip las playitas, en tuineje, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'aulas', 'mixtas', 'tercer', 'ciclo', 'educacion', 'infantil', 'ceip', 'playitas', 'tuineje', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
95,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, aulas mixtas de segundo y tercer ciclo de educación infantil en el ceo ignacio aldecoa, en teguise, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'aulas', 'mixtas', 'tercer', 'ciclo', 'educacion', 'infantil', 'ceo', 'ignacio', 'aldecoa', 'teguise', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
96,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, dos aulas del tercer curso del primer ciclo de educación infantil en las palmas de gran canaria y cuatro en santa cruz de tenerife, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'aulas', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'palmas', 'canaria', 'santa', 'cruz', 'tenerife', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
97,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip artemi semidán, en mogán, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'artemi', 'semidan', 'mogan', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
98,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip barranco del ciervo, en pájara, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'barranco', 'ciervo', 'pajara', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
99,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip cabo blanco, en arona, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'cabo', 'blanco', 'arona', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
100,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip césar manrique, en puerto de la cruz, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'cesar', 'manrique', 'puerto', 'cruz', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
101,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip concepción rodríguez artiles, en tías, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'concepcion', 'rodriguez', 'artiles', 'tias', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
102,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip europa-néstor álamo, en las palmas de gran canaria, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'europanestor', 'alamo', 'palmas', 'canaria', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
103,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip garcía escámez, en santa cruz de tenerife, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'garcia', 'escamez', 'santa', 'cruz', 'tenerife', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
104,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip josé luis albendea y gómez de aranda, en san andrés y sauces, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'jose', 'luis', 'albendea', 'gomez', 'aranda', 'san', 'andres', 'sauces', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
105,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip josé manuel illera de la mora, en santa brígida, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'jose', 'manuel', 'illera', 'mora', 'santa', 'brigida', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
106,EDUCACIÓN Y COMUNICACIÓN,"Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip julio delgado delgado, en icod de los vinos, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['criterios', 'implantar', 'curso', '20222023', 'caracter', 'experiencia', 'piloto', 'tercer', 'curso', 'ciclo', 'educacion', 'infantil', 'ceip', 'julio', 'delgado', 'delgado', 'icod', 'vinos', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
